City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
464,Gafanha Da Encarnacao,PT,73.02,few clouds,40.6181,-8.733,
465,Moerai,PF,71.31,few clouds,-22.4333,-151.3333,
466,Seabra,BR,87.19,clear sky,-12.4186,-41.7703,
467,Asau,RO,69.28,overcast clouds,46.4333,26.4,
468,Ilebo,CD,85.62,broken clouds,-4.3167,20.5833,
469,Gurkovo,BG,81.05,broken clouds,42.6667,25.8,
470,Mundo Nuevo,MX,84.04,broken clouds,18.7,-95.5,
471,Bad Worishofen,DE,76.6,clear sky,48.0167,10.6,
473,Jieshou,CN,81.21,overcast clouds,33.2634,115.3611,
474,Sinnamary,GF,84.02,overcast clouds,5.3833,-52.95,
475,Zhangjiakou,CN,67.37,clear sky,40.81,114.8794,
478,Lagoa,PT,70.93,broken clouds,39.05,-27.9833,
479,Cairns,AU,67.95,overcast clouds,-16.9167,145.7667,
480,Omboue,GA,74.23,overcast clouds,-1.5746,9.2618,
481,Pangai,TO,78.19,few clouds,-19.8,-174.35,
482,Avanigadda,IN,85.08,overcast clouds,16.0215,80.9181,
483,Itarema,BR,84.6,clear sky,-2.9248,-39.9167,
484,Veraval,IN,80.56,overcast clouds,20.9,70.3667,
486,Eruwa,NG,79.52,overcast clouds,7.5333,3.4167,
487,Zunyi,CN,74.21,overcast clouds,27.6867,106.9072,
491,Almaznyy,RU,82.71,clear sky,48.0448,40.045,
492,Mountain Home,US,72.88,scattered clouds,43.133,-115.6912,
493,Guarapari,BR,83.89,broken clouds,-20.6667,-40.4975,
496,Vila Franca Do Campo,PT,75.61,scattered clouds,37.7167,-25.4333,
497,Camocim,BR,89.82,clear sky,-2.9022,-40.8411,
498,Souillac,MU,70.18,broken clouds,-20.5167,57.5167,
499,Sept-Iles,CA,65.05,clear sky,50.2001,-66.3821,
500,Bati,ET,69.91,light rain,11.1833,40.0167,
501,Hobyo,SO,76.84,broken clouds,5.3505,48.5268,
502,Bourail,NC,61.97,scattered clouds,-21.5667,165.4833,
503,Samarina,RU,69.69,broken clouds,57.8878,27.8054,
504,Dharchula,IN,74.5,overcast clouds,29.85,80.5333,
505,Asosa,ET,61.38,light rain,10.0667,34.5333,
507,Uttaradit,TH,71.37,overcast clouds,17.6667,100.5,
509,Sobolevo,RU,62.1,few clouds,54.4299,31.8996,
512,Todos Santos,MX,83.66,overcast clouds,23.45,-110.2167,
513,Leh,IN,72.28,few clouds,34.1667,77.5833,
514,Urumqi,CN,72.55,clear sky,43.801,87.6005,
515,Agirish,RU,67.93,overcast clouds,61.9247,63.0231,
517,Cranbrook,CA,71.96,overcast clouds,49.4999,-115.7688,
518,Shemgang,BT,61.81,overcast clouds,27.2169,90.6579,
519,Lata,PT,81.52,clear sky,40.1629,-8.3327,
520,Anaconda,US,74.39,overcast clouds,46.1285,-112.9423,
521,Choya,RU,65.71,scattered clouds,52.0108,86.5467,
526,Ostrovnoy,RU,60.01,overcast clouds,68.0531,39.5131,
527,Vlasim,CZ,78.42,overcast clouds,49.7063,14.8988,
529,Montepuez,MZ,73.76,overcast clouds,-13.1256,38.9997,
530,Masumbwe,TZ,76.84,scattered clouds,-3.6333,32.1833,
531,Huimilpan,MX,63.5,scattered clouds,20.372,-100.2774,
532,Algeciras,ES,78.48,few clouds,36.1333,-5.4505,
534,Nanchang,CN,85.28,broken clouds,28.6833,115.8833,
535,Moose Factory,CA,65.57,broken clouds,51.2585,-80.6094,
537,Choix,MX,85.91,overcast clouds,26.7092,-108.3219,
538,George Town,MY,82.89,few clouds,5.4112,100.3354,
539,Zabid,YE,88.83,overcast clouds,14.1951,43.3152,
541,Kindu,CD,83.64,overcast clouds,-2.95,25.95,
542,Lazaro Cardenas,MX,87.17,overcast clouds,17.9583,-102.2,
543,Bubaque,GW,81.61,broken clouds,11.2833,-15.8333,
545,Chalan,CO,84.94,overcast clouds,9.5477,-75.3113,
546,Mehamn,NO,62.55,light rain,71.0357,27.8492,
547,Kelvington,CA,63.97,broken clouds,52.1667,-103.5343,
548,Odesskoye,RU,66.58,broken clouds,54.2111,72.9651,
549,Itoman,JP,84.22,haze,26.1247,127.6694,
550,Palizada,MX,89.55,overcast clouds,18.25,-92.0833,
551,Makaryev,RU,60.66,overcast clouds,57.8797,43.8069,
552,Olinda,BR,82.13,few clouds,-8.0089,-34.8553,
553,Atkinson,US,77.47,overcast clouds,42.8384,-71.147,
554,Sao Joao Da Barra,BR,84.29,broken clouds,-21.6403,-41.0511,
555,Jovellanos,CU,86.34,overcast clouds,22.8044,-81.1944,
557,Roebourne,AU,65.73,clear sky,-20.7833,117.1333,
558,Goianesia,BR,88.11,overcast clouds,-15.3175,-49.1175,
560,Meulaboh,ID,77.23,few clouds,4.1363,96.1285,
561,Bengkulu,ID,75.78,scattered clouds,-3.8004,102.2655,
562,Kushiro,JP,67.17,broken clouds,42.975,144.3747,
563,Berlevag,NO,62.6,light rain,70.8578,29.0864,
564,Shimoda,JP,78.1,overcast clouds,34.6667,138.95,
565,Eureka,US,68.25,clear sky,40.8021,-124.1637,
566,Tooele,US,83.08,clear sky,40.5308,-112.2983,
567,Ugoofaaru,MV,81.57,broken clouds,5.6667,73.0,
570,Sibolga,ID,76.1,scattered clouds,1.7427,98.7792,
571,Shingu,JP,77.92,overcast clouds,33.7333,135.9833,
572,Surman,LY,84.85,clear sky,32.7567,12.5716,
573,Hervey Bay,AU,62.42,clear sky,-25.2986,152.8535,
574,Plouzane,FR,84.25,clear sky,48.3833,-4.6167,
575,Seoul,KR,74.77,overcast clouds,37.5683,126.9778,
576,Jatiroto,ID,72.88,broken clouds,-7.8833,111.1167,
578,Cabedelo,BR,86.67,few clouds,-6.9811,-34.8339,
579,Sulphur,US,89.96,broken clouds,30.2366,-93.3774,
581,Maamba,ZM,67.89,clear sky,-17.3667,27.15,
583,Wagar,SD,84.51,overcast clouds,16.1525,36.2032,
584,Padilla,CO,84.88,overcast clouds,3.2204,-76.3139,
585,Sapa,PH,81.25,overcast clouds,5.1544,120.3241,
586,Palmer,US,84.06,broken clouds,42.1584,-72.3287,
587,Monrovia,LR,76.48,light rain,6.3005,-10.7969,
588,Yumen,CN,81.48,clear sky,40.2833,97.2,
590,Hoquiam,US,62.58,overcast clouds,46.9809,-123.8893,
591,Ballymena,GB,80.04,scattered clouds,54.8636,-6.2763,
592,Chongoyape,PE,82.51,broken clouds,-6.6406,-79.3892,
594,Kamaishi,JP,75.4,overcast clouds,39.2667,141.8833,
595,Kerema,PG,77.41,overcast clouds,-7.9631,145.7785,
596,Tautira,PF,76.46,light rain,-17.7333,-149.15,
597,Vao,NC,67.87,clear sky,-22.6667,167.4833,
598,Cienfuegos,CU,86.14,broken clouds,22.1461,-80.4356,
599,Bridlington,GB,78.73,few clouds,54.0831,-0.1919,
600,Firminopolis,BR,78.06,overcast clouds,-16.5819,-50.305,
601,Yarmouth,US,75.25,overcast clouds,41.7057,-70.2286,
602,Leshukonskoye,RU,60.19,few clouds,64.8989,45.7622,
605,Ubinskoye,RU,67.24,overcast clouds,55.3068,79.6802,
607,Katherine,AU,73.72,clear sky,-14.4667,132.2667,
608,Vavatenina,MG,61.56,scattered clouds,-17.4667,49.2,
610,Matara,LK,75.92,scattered clouds,5.9485,80.5353,
611,Cap-Aux-Meules,CA,64.13,overcast clouds,47.3821,-61.8597,
612,Banyo,CM,67.78,light rain,6.75,11.8167,
613,Beausejour,CA,70.86,clear sky,50.0622,-96.5167,
614,Madang,PG,76.48,overcast clouds,-5.2246,145.7966,
616,Bonthe,SL,78.33,light rain,7.5264,-12.505,
617,Vangaindrano,MG,66.07,broken clouds,-23.35,47.6,
618,Thunder Bay,CA,73.0,clear sky,48.4001,-89.3168,
620,Finschhafen,PG,76.42,overcast clouds,-6.6024,147.8681,
623,Dong Hoi,VN,79.79,light rain,17.4833,106.6,
624,Maxhutte-Haidhof,DE,79.36,scattered clouds,49.2025,12.0981,
625,Jackson,US,70.05,clear sky,42.4165,-122.8345,
626,Ust-Nera,RU,62.19,light rain,64.5667,143.2,
628,Pampa,US,86.14,clear sky,35.5362,-100.9599,
629,Kasama,ZM,66.49,clear sky,-10.2129,31.1808,
630,Bull Savanna,JM,85.95,broken clouds,17.8868,-77.5902,
631,Waingapu,ID,75.58,overcast clouds,-9.6567,120.2641,
632,Shenzhen,CN,82.22,overcast clouds,22.5455,114.0683,
633,Vadinsk,RU,68.68,broken clouds,53.6916,43.0574,
634,Tual,ID,79.57,scattered clouds,-5.6667,132.75,
637,Tripoli,LY,84.04,clear sky,32.8752,13.1875,
638,Luena,AO,69.49,clear sky,-11.7833,19.9167,
641,Harper,LR,76.3,overcast clouds,4.375,-7.7169,
642,Samarai,PG,77.94,overcast clouds,-10.6167,150.6667,
643,Tuskegee,US,84.13,overcast clouds,32.424,-85.6916,
645,Biak,ID,75.29,overcast clouds,-0.9131,122.8766,
646,Miles City,US,77.97,clear sky,46.4083,-105.8406,
647,Tampere,FI,71.17,clear sky,61.4991,23.7871,
648,Cartagena Del Chaira,CO,78.35,overcast clouds,1.3349,-74.8429,
649,Angadanan,PH,73.85,overcast clouds,16.7553,121.7483,
650,Boissevain,CA,70.3,broken clouds,49.2306,-100.0559,
651,Caapucu,PY,62.42,broken clouds,-26.2167,-57.2,
652,San Cristobal,VE,80.78,overcast clouds,7.7669,-72.225,
654,Valmiera,LV,64.72,broken clouds,57.5411,25.4275,
655,Xuddur,SO,76.96,overcast clouds,4.1213,43.8894,
656,Banda Aceh,ID,79.07,broken clouds,5.5577,95.3222,
